id,projectId,applicationId,roundId,token,voter,grantAddress,amount,amountUSD,coefficient,last_score_timestamp,rawScore,threshold,balance_tec,tec_tokens_flag,balance_tea,tea_flag
0x55aa6025,0xec026845,16,0x9E669c0A,0x00000000,0xb08f0ca7,0x45b79C6b,2500000000000000.0,4.74004612,1.5,2023-05-01 20:55:51.964215+00:00,36.72,15,4483.885742428803,1.0,,
0xccfcc121,0x97589cd1,7,0x9E669c0A,0x00000000,0xb08f0ca7,0x0035cC37,2500000000000000.0,4.74004612,1.5,2023-05-01 20:55:51.964215+00:00,36.72,15,4483.885742428803,1.0,,
0x15ed0804,0x23387567,9,0x9E669c0A,0x00000000,0xb08f0ca7,0xbbD107D7,3e+17,565.6513221,1.5,2023-05-01 20:55:51.964215+00:00,36.72,15,4483.885742428803,1.0,,
0x6eac8abd,0xf1f4942d,24,0x9E669c0A,0x00000000,0x364f0ad6,0x4f8c531d,5e+16,92.60197666,1.0,2023-04-26 11:49:26.763210+00:00,25.03,15,,,,
0x949a1590,0xdd9b885d,13,0x9E669c0A,0x00000000,0x684ce401,0x75D923fB,6e+16,110.906553,1.0,2023-05-09 04:21:22.080446+00:00,15.75,15,,,,
0x64936c89,0x8d6f0c7b,3,0x9E669c0A,0x00000000,0x4c9f98b5,0x808DB7C1,5700000000000000.0,10.46405221,1.0,2023-04-29 16:20:18.325246+00:00,15.75,15,,,,
0x3b9cd22c,0xdd9b885d,13,0x9E669c0A,0x00000000,0xae6ef687,0x75D923fB,2e+16,36.61663932,1.0,2023-05-09 13:32:18.431832+00:00,40.48,15,,,,
0x811dfc8f,0x4cd41869,25,0x9E669c0A,0x00000000,0xae6ef687,0xBEC643BD,2e+16,36.61663932,1.0,2023-05-09 13:32:18.431832+00:00,40.48,15,,,,
0xf72239dc,0xdd9b885d,13,0x9E669c0A,0x00000000,0x109991e3,0x75D923fB,5e+17,936.5458611,1.0,2023-05-03 18:20:49.927113+00:00,19.5,15,,,,
0xb8f8e2aa,0xdd9b885d,13,0x9E669c0A,0x00000000,0x434f5325,0x75D923fB,1e+16,19.04844491,1.5,2023-05-03 23:55:07.361025+00:00,23.56,15,,,2.0,1.0
0x966dbdd6,0x64a30a4b,19,0x9E669c0A,0x00000000,0x434f5325,0xA26d6AEB,1e+16,19.04844491,1.5,2023-05-03 23:55:07.361025+00:00,23.56,15,,,2.0,1.0
0xcc332daa,0xec026845,16,0x9E669c0A,0x00000000,0x434f5325,0x45b79C6b,1e+16,19.04844491,1.5,2023-05-03 23:55:07.361025+00:00,23.56,15,,,2.0,1.0
0xba4c1a3f,0x97589cd1,7,0x9E669c0A,0x00000000,0x434f5325,0x0035cC37,1e+16,19.04844491,1.5,2023-05-03 23:55:07.361025+00:00,23.56,15,,,2.0,1.0
0x9181a3b2,0xf1f4942d,24,0x9E669c0A,0x00000000,0x434f5325,0x4f8c531d,1e+16,19.04844491,1.5,2023-05-03 23:55:07.361025+00:00,23.56,15,,,2.0,1.0
0x02c61a92,0xe6424ab2,22,0x9E669c0A,0x00000000,0x434f5325,0x8110d1D0,1e+16,19.04844491,1.5,2023-05-03 23:55:07.361025+00:00,23.56,15,,,2.0,1.0
0x2e01b9f3,0xa9bdf738,29,0x9E669c0A,0x00000000,0x434f5325,0x5041A1C1,1e+16,19.04844491,1.5,2023-05-03 23:55:07.361025+00:00,23.56,15,,,2.0,1.0
0x4bc28998,0xe8249a10,14,0x9E669c0A,0x00000000,0x434f5325,0x9b55D80A,1e+16,19.04844491,1.5,2023-05-03 23:55:07.361025+00:00,23.56,15,,,2.0,1.0
0x6148f179,0x8d6f0c7b,3,0x9E669c0A,0x00000000,0x434f5325,0x808DB7C1,1e+16,19.04844491,1.5,2023-05-03 23:55:07.361025+00:00,23.56,15,,,2.0,1.0
0x5a7fabe5,0xe6424ab2,22,0x9E669c0A,0x00000000,0xaedf9a1f,0x8110d1D0,5500000000000000.0,10.4533511,1.0,2023-05-04 08:46:00.263847+00:00,15.22,15,,,,
0xb3495eb0,0xe6424ab2,22,0x9E669c0A,0x00000000,0xb9b37535,0x8110d1D0,5500000000000000.0,10.51313611,1.0,2023-05-04 09:31:35.306785+00:00,16.89,15,,,,
0x8e613999,0x64a30a4b,19,0x9E669c0A,0x00000000,0x3b067af8,0xA26d6AEB,3000000000000000.0,5.68897744,1.5,2023-05-01 19:53:20.585184+00:00,43.88,15,102.16338606243008,1.0,-1.0,1.0
0x1253825e,0xe6424ab2,22,0x9E669c0A,0x00000000,0x3b067af8,0x8110d1D0,3000000000000000.0,5.68897744,1.5,2023-05-01 19:53:20.585184+00:00,43.88,15,102.16338606243008,1.0,-1.0,1.0
0x2e91e2d4,0x72b0d6a6,17,0x9E669c0A,0x00000000,0x3b067af8,0x7e1F8358,3000000000000000.0,5.68897744,1.5,2023-05-01 19:53:20.585184+00:00,43.88,15,102.16338606243008,1.0,-1.0,1.0
0x5987d7ca,0x97589cd1,7,0x9E669c0A,0x00000000,0x3b067af8,0x0035cC37,3000000000000000.0,5.68897744,1.5,2023-05-01 19:53:20.585184+00:00,43.88,15,102.16338606243008,1.0,-1.0,1.0
0x4ce3c90c,0xa9bdf738,29,0x9E669c0A,0x00000000,0x3b067af8,0x5041A1C1,3000000000000000.0,5.68897744,1.5,2023-05-01 19:53:20.585184+00:00,43.88,15,102.16338606243008,1.0,-1.0,1.0
0x9e87891b,0x8d6f0c7b,3,0x9E669c0A,0x00000000,0x3b067af8,0x808DB7C1,3000000000000000.0,5.68897744,1.5,2023-05-01 19:53:20.585184+00:00,43.88,15,102.16338606243008,1.0,-1.0,1.0
0x255f4209,0x4cd41869,25,0x9E669c0A,0x00000000,0x3b067af8,0xBEC643BD,3000000000000000.0,5.68897744,1.5,2023-05-01 19:53:20.585184+00:00,43.88,15,102.16338606243008,1.0,-1.0,1.0
0x769958d0,0x10b3f00e,28,0x9E669c0A,0x00000000,0x3b067af8,0x69e001B7,3000000000000000.0,5.68897744,1.5,2023-05-01 19:53:20.585184+00:00,43.88,15,102.16338606243008,1.0,-1.0,1.0
0x72b5433c,0x5351510d,2,0x9E669c0A,0x00000000,0x3b067af8,0x9bcF35BD,3000000000000000.0,5.68897744,1.5,2023-05-01 19:53:20.585184+00:00,43.88,15,102.16338606243008,1.0,-1.0,1.0
0xe5227fd6,0xc401c980,6,0x9E669c0A,0x00000000,0x3b067af8,0x9390fA86,3000000000000000.0,5.68897744,1.5,2023-05-01 19:53:20.585184+00:00,43.88,15,102.16338606243008,1.0,-1.0,1.0
0xd04d5b92,0xcf3165f4,10,0x9E669c0A,0x00000000,0x3b067af8,0x7f3eb18E,3000000000000000.0,5.68897744,1.5,2023-05-01 19:53:20.585184+00:00,43.88,15,102.16338606243008,1.0,-1.0,1.0
0x084d4f2b,0xe8249a10,14,0x9E669c0A,0x00000000,0x3b067af8,0x9b55D80A,3000000000000000.0,5.68897744,1.5,2023-05-01 19:53:20.585184+00:00,43.88,15,102.16338606243008,1.0,-1.0,1.0
0xd01049a0,0x23387567,9,0x9E669c0A,0x00000000,0x3b067af8,0xbbD107D7,3000000000000000.0,5.68897744,1.5,2023-05-01 19:53:20.585184+00:00,43.88,15,102.16338606243008,1.0,-1.0,1.0
0x212d6890,0xf1f4942d,24,0x9E669c0A,0x00000000,0x3b067af8,0x4f8c531d,3000000000000000.0,5.68897744,1.5,2023-05-01 19:53:20.585184+00:00,43.88,15,102.16338606243008,1.0,-1.0,1.0
0x3d2eed56,0xec026845,16,0x9E669c0A,0x00000000,0x3b067af8,0x45b79C6b,3000000000000000.0,5.68897744,1.5,2023-05-01 19:53:20.585184+00:00,43.88,15,102.16338606243008,1.0,-1.0,1.0
0x3e42558e,0xdd9b885d,13,0x9E669c0A,0x00000000,0x3b067af8,0x75D923fB,3000000000000000.0,5.68897744,1.5,2023-05-01 19:53:20.585184+00:00,43.88,15,102.16338606243008,1.0,-1.0,1.0
0xea0b4c6f,0x4cd41869,25,0x9E669c0A,0x00000000,0xcca02de5,0xBEC643BD,1e+16,19.05872438,1.0,2023-04-25 14:34:20.421974+00:00,25.34,15,,,,
0x0280aec9,0x97589cd1,7,0x9E669c0A,0x00000000,0xc46c67bb,0x0035cC37,4000000000000000.0,7.4458385,1.5,2023-05-09 15:53:14.398993+00:00,50.98,15,15565.761361488372,1.0,,
0x7b71534f,0xe6424ab2,22,0x9E669c0A,0x00000000,0xc46c67bb,0x8110d1D0,4000000000000000.0,7.4458385,1.5,2023-05-09 15:53:14.398993+00:00,50.98,15,15565.761361488372,1.0,,
0x870cb76c,0x8d6f0c7b,3,0x9E669c0A,0x00000000,0xc46c67bb,0x808DB7C1,4000000000000000.0,7.4458385,1.5,2023-05-09 15:53:14.398993+00:00,50.98,15,15565.761361488372,1.0,,
0xacdddc5c,0xe8249a10,14,0x9E669c0A,0x00000000,0xc46c67bb,0x9b55D80A,4000000000000000.0,7.4458385,1.5,2023-05-09 15:53:14.398993+00:00,50.98,15,15565.761361488372,1.0,,
0x470855d3,0x64a30a4b,19,0x9E669c0A,0x00000000,0xc46c67bb,0xA26d6AEB,4000000000000000.0,7.4458385,1.5,2023-05-09 15:53:14.398993+00:00,50.98,15,15565.761361488372,1.0,,
0xc3497d3c,0xec026845,16,0x9E669c0A,0x6B175474,0xcf79c7ea,0x45b79C6b,1e+19,10.0011329,1.5,2023-04-25 17:03:45.627914+00:00,28.46,15,14385.066301293544,1.0,,
0x6b363075,0x97589cd1,7,0x9E669c0A,0x6B175474,0xcf79c7ea,0x0035cC37,1e+19,10.0011329,1.5,2023-04-25 17:03:45.627914+00:00,28.46,15,14385.066301293544,1.0,,
0x50da3b34,0xe6424ab2,22,0x9E669c0A,0x6B175474,0xcf79c7ea,0x8110d1D0,1e+19,10.0011329,1.5,2023-04-25 17:03:45.627914+00:00,28.46,15,14385.066301293544,1.0,,
0xb41fb43c,0xe8249a10,14,0x9E669c0A,0x6B175474,0xcf79c7ea,0x9b55D80A,1e+19,10.0011329,1.5,2023-04-25 17:03:45.627914+00:00,28.46,15,14385.066301293544,1.0,,
0x1aacb217,0x5351510d,2,0x9E669c0A,0x6B175474,0xcf79c7ea,0x9bcF35BD,1e+19,10.0011329,1.5,2023-04-25 17:03:45.627914+00:00,28.46,15,14385.066301293544,1.0,,
0x88654a26,0xa9bdf738,29,0x9E669c0A,0x6B175474,0xcf79c7ea,0x5041A1C1,1e+19,10.0011329,1.5,2023-04-25 17:03:45.627914+00:00,28.46,15,14385.066301293544,1.0,,
0x6abcf7c2,0x8d6f0c7b,3,0x9E669c0A,0x6B175474,0xcf79c7ea,0x808DB7C1,1e+19,10.0011329,1.5,2023-04-25 17:03:45.627914+00:00,28.46,15,14385.066301293544,1.0,,
0x0e472fdb,0x23387567,9,0x9E669c0A,0x6B175474,0xcf79c7ea,0xbbD107D7,1e+19,10.0011329,1.5,2023-04-25 17:03:45.627914+00:00,28.46,15,14385.066301293544,1.0,,
0xb9f5df8b,0xdd9b885d,13,0x9E669c0A,0x6B175474,0xcf79c7ea,0x75D923fB,1e+19,10.0011329,1.5,2023-04-25 17:03:45.627914+00:00,28.46,15,14385.066301293544,1.0,,
0xc8125d99,0x72b0d6a6,17,0x9E669c0A,0x6B175474,0xcf79c7ea,0x7e1F8358,1e+19,10.0011329,1.5,2023-04-25 17:03:45.627914+00:00,28.46,15,14385.066301293544,1.0,,
0xae705142,0x64a30a4b,19,0x9E669c0A,0x6B175474,0xcf79c7ea,0xA26d6AEB,1e+19,10.0011329,1.5,2023-04-25 17:03:45.627914+00:00,28.46,15,14385.066301293544,1.0,,
0x4c8b5885,0xe6424ab2,22,0x9E669c0A,0x6B175474,0x4194ce73,0x8110d1D0,5e+18,5.00292755,1.5,2023-05-08 14:26:04.781135+00:00,26.99,15,684.3300281947943,1.0,,
0x9a0e5796,0xe8249a10,14,0x9E669c0A,0x6B175474,0x4194ce73,0x9b55D80A,5e+18,5.00292755,1.5,2023-05-08 14:26:04.781135+00:00,26.99,15,684.3300281947943,1.0,,
0xbe059263,0x10b3f00e,28,0x9E669c0A,0x6B175474,0xf8d1d349,0x69e001B7,6e+18,5.9988558,1.5,2023-05-08 13:30:31.187368+00:00,55.06,15,18635.44957464449,1.0,,
0xc9402817,0x8d6f0c7b,3,0x9E669c0A,0x6B175474,0xf8d1d349,0x808DB7C1,6e+18,5.9988558,1.5,2023-05-08 13:30:31.187368+00:00,55.06,15,18635.44957464449,1.0,,
0xd9a49e82,0xe8249a10,14,0x9E669c0A,0x6B175474,0xf8d1d349,0x9b55D80A,6e+18,5.9988558,1.5,2023-05-08 13:30:31.187368+00:00,55.06,15,18635.44957464449,1.0,,
0x059e0d82,0xe6424ab2,22,0x9E669c0A,0x6B175474,0xf8d1d349,0x8110d1D0,6e+18,5.9988558,1.5,2023-05-08 13:30:31.187368+00:00,55.06,15,18635.44957464449,1.0,,
0x74c6ab35,0x64a30a4b,19,0x9E669c0A,0x6B175474,0xf8d1d349,0xA26d6AEB,6e+18,5.9988558,1.5,2023-05-08 13:30:31.187368+00:00,55.06,15,18635.44957464449,1.0,,
0x3ee31805,0x97589cd1,7,0x9E669c0A,0x6B175474,0xf8d1d349,0x0035cC37,6e+18,5.9988558,1.5,2023-05-08 13:30:31.187368+00:00,55.06,15,18635.44957464449,1.0,,
0x16e3593a,0xa9bdf738,29,0x9E669c0A,0x6B175474,0xf8d1d349,0x5041A1C1,6e+18,5.9988558,1.5,2023-05-08 13:30:31.187368+00:00,55.06,15,18635.44957464449,1.0,,
0x21c7bd88,0xf1f4942d,24,0x9E669c0A,0x6B175474,0x4f8c531d,0x4f8c531d,5e+19,49.955538,1.0,2023-05-09 03:55:24.807434+00:00,50.45,15,,,,
0x5960ca51,0xa9bdf738,29,0x9E669c0A,0x6B175474,0x2dd2036c,0x5041A1C1,8e+18,7.99288608,1.0,2023-05-05 14:51:50.987744+00:00,37.23,15,,,,
0x0e0d4ba4,0xe8249a10,14,0x9E669c0A,0x6B175474,0x2dd2036c,0x9b55D80A,8e+18,7.99288608,1.0,2023-05-05 14:51:50.987744+00:00,37.23,15,,,,
0x891e9e42,0xe6424ab2,22,0x9E669c0A,0x6B175474,0x2dd2036c,0x8110d1D0,8e+18,7.99288608,1.0,2023-05-05 14:51:50.987744+00:00,37.23,15,,,,
0xb3303410,0x72b0d6a6,17,0x9E669c0A,0x6B175474,0x2dd2036c,0x7e1F8358,3e+18,2.99733228,1.0,2023-05-05 14:51:50.987744+00:00,37.23,15,,,,
0x63cb2b8e,0xec026845,16,0x9E669c0A,0x6B175474,0x2dd2036c,0x45b79C6b,3e+18,2.99733228,1.0,2023-05-05 14:51:50.987744+00:00,37.23,15,,,,
0xee73d492,0xe8249a10,14,0x9E669c0A,0x6B175474,0x9885a849,0x9b55D80A,3e+18,3.00019623,1.5,2023-05-09 13:05:05.117848+00:00,52.99,15,1210.9159861779967,1.0,,
0xd6961c2e,0xe6424ab2,22,0x9E669c0A,0x6B175474,0x9885a849,0x8110d1D0,3e+18,3.00019623,1.5,2023-05-09 13:05:05.117848+00:00,52.99,15,1210.9159861779967,1.0,,
0x262142d2,0x8d6f0c7b,3,0x9E669c0A,0x6B175474,0x9885a849,0x808DB7C1,3e+18,3.00019623,1.5,2023-05-09 13:05:05.117848+00:00,52.99,15,1210.9159861779967,1.0,,
0x0298bcbe,0xa9bdf738,29,0x9E669c0A,0x6B175474,0x9885a849,0x5041A1C1,3e+18,3.00019623,1.5,2023-05-09 13:05:05.117848+00:00,52.99,15,1210.9159861779967,1.0,,
0xf2a971bb,0x97589cd1,7,0x9E669c0A,0x6B175474,0x9885a849,0x0035cC37,3e+18,3.00019623,1.5,2023-05-09 13:05:05.117848+00:00,52.99,15,1210.9159861779967,1.0,,
0x37d61712,0x4cd41869,25,0x9E669c0A,0x6B175474,0xc6122110,0xBEC643BD,2e+19,20.0013082,1.0,2023-04-25 14:31:43.214806+00:00,23.67,15,,,,
0xa55c6fed,0xe6424ab2,22,0x9E669c0A,0x00000000,0x9f55abf3,0x8110d1D0,806000000000000.0,1.49944528,1.5,2023-04-25 21:59:19.492293+00:00,30.13,15,149.74461286482864,1.0,,
0xe0b2c008,0x23387567,9,0x9E669c0A,0x00000000,0x9f55abf3,0xbbD107D7,806000000000000.0,1.49944528,1.5,2023-04-25 21:59:19.492293+00:00,30.13,15,149.74461286482864,1.0,,
0xc5bb1d6e,0xe8249a10,14,0x9E669c0A,0x00000000,0x4318cc44,0x9b55D80A,6600000000000000.0,12.34688337,1.5,2023-04-26 08:47:47.918503+00:00,46.4,15,60.87250794532516,1.0,2.0,1.0
0x303587af,0x8d6f0c7b,3,0x9E669c0A,0x00000000,0x4318cc44,0x808DB7C1,6600000000000000.0,12.34688337,1.5,2023-04-26 08:47:47.918503+00:00,46.4,15,60.87250794532516,1.0,2.0,1.0
0x98f8bb53,0x72b0d6a6,17,0x9E669c0A,0x00000000,0x4318cc44,0x7e1F8358,6600000000000000.0,12.34688337,1.5,2023-04-26 08:47:47.918503+00:00,46.4,15,60.87250794532516,1.0,2.0,1.0
0x015f135f,0x10b3f00e,28,0x9E669c0A,0x00000000,0x4318cc44,0x69e001B7,6600000000000000.0,12.34688337,1.5,2023-04-26 08:47:47.918503+00:00,46.4,15,60.87250794532516,1.0,2.0,1.0
0xac67d9ac,0x23387567,9,0x9E669c0A,0x00000000,0x66df5a77,0xbbD107D7,1e+16,18.70739905,1.5,2023-04-25 06:35:45.820988+00:00,22.42,15,3821.6423620183855,1.0,,
0xe52a3761,0xec026845,16,0x9E669c0A,0x00000000,0x66df5a77,0x45b79C6b,1e+16,18.70739905,1.5,2023-04-25 06:35:45.820988+00:00,22.42,15,3821.6423620183855,1.0,,
0x966844e0,0xa9bdf738,29,0x9E669c0A,0x00000000,0x66df5a77,0x5041A1C1,1e+16,18.70739905,1.5,2023-04-25 06:35:45.820988+00:00,22.42,15,3821.6423620183855,1.0,,
0x61133c1d,0xdd9b885d,13,0x9E669c0A,0x00000000,0x66df5a77,0x75D923fB,1e+16,18.70739905,1.5,2023-04-25 06:35:45.820988+00:00,22.42,15,3821.6423620183855,1.0,,
0xcfec34c9,0x64a30a4b,19,0x9E669c0A,0x00000000,0x6b5918d8,0xA26d6AEB,5000000000000000.0,9.35369952,1.0,2023-05-02 17:30:10.593477+00:00,19.28,15,,,,
0xf624bbb5,0x64a30a4b,19,0x9E669c0A,0x00000000,0xf754ebcf,0xA26d6AEB,5000000000000000.0,9.27532079,1.0,2023-05-08 12:11:21.794647+00:00,16.99,15,,,,
0x24388f7b,0x8d6f0c7b,3,0x9E669c0A,0x00000000,0xcb1b704c,0x808DB7C1,600000000000000.0,1.11549067,1.0,2023-05-09 07:32:18.807675+00:00,30.83,15,,,,
0x8918c955,0xe6424ab2,22,0x9E669c0A,0x00000000,0xcb1b704c,0x8110d1D0,600000000000000.0,1.11549067,1.0,2023-05-09 07:32:18.807675+00:00,30.83,15,,,,
0xaa3e14c9,0xe8249a10,14,0x9E669c0A,0x00000000,0x0f465406,0x9b55D80A,1.5e+16,27.88726686,1.5,2023-04-25 10:38:04.558907+00:00,38.57,15,1526.260043239338,1.0,,
0x63f05516,0x4cd41869,25,0x9E669c0A,0x00000000,0x114b242d,0xBEC643BD,3.1e+16,57.15940139,1.0,2023-05-08 15:58:08.892391+00:00,41.08,15,,,,
0x755577ca,0x64a30a4b,19,0x9E669c0A,0x00000000,0x5658f4b3,0xA26d6AEB,1.34e+16,24.67555543,1.5,2023-05-06 09:19:58.040433+00:00,15.63,15,,,2.0,1.0
0xfad3c681,0x8d6f0c7b,3,0x9E669c0A,0x00000000,0x3e7f0545,0x808DB7C1,3e+16,55.36773843,1.5,2023-04-26 17:21:53.743221+00:00,30.03,15,580.558939790939,1.0,,
0xef2a821d,0x4cd41869,25,0x9E669c0A,0x00000000,0xae45a838,0xBEC643BD,1100000000000000.0,2.0301504,1.0,2023-05-08 23:44:51.002286+00:00,22.0,15,,,,
0xf428953b,0xec026845,16,0x9E669c0A,0x00000000,0xb27daba2,0x45b79C6b,1.5e+16,27.73932944,1.0,2023-05-09 18:43:45.834944+00:00,21.37,15,,,,
0x307881de,0xe6424ab2,22,0x9E669c0A,0x00000000,0x12137de8,0x8110d1D0,1e+16,18.49551775,1.0,2023-05-09 02:46:06.631544+00:00,24.81,15,,,,
0xffcc3841,0x23387567,9,0x9E669c0A,0x00000000,0x12137de8,0xbbD107D7,5000000000000000.0,9.24775887,1.0,2023-05-09 02:46:06.631544+00:00,24.81,15,,,,
0xa57771b2,0xf1f4942d,24,0x9E669c0A,0x00000000,0x12137de8,0x4f8c531d,5000000000000000.0,9.24775887,1.0,2023-05-09 02:46:06.631544+00:00,24.81,15,,,,
0x28ccd407,0x4cd41869,25,0x9E669c0A,0x00000000,0x94e9b636,0xBEC643BD,3.24e+16,59.76990061,1.0,2023-05-07 14:43:32.069981+00:00,18.77,15,,,,
0x6923026a,0x4cd41869,25,0x9E669c0A,0x00000000,0xe38964e8,0xBEC643BD,3.1e+16,57.18725058,1.0,2023-05-09 03:25:28.326276+00:00,19.28,15,,,,
0xf4f03798,0x8d6f0c7b,3,0x9E669c0A,0x00000000,0xe308ee20,0x808DB7C1,820000000000000.0,1.51269501,1.0,2023-05-09 01:49:57.103216+00:00,39.4,15,,,,
0x06ac297a,0xe6424ab2,22,0x9E669c0A,0x00000000,0xe308ee20,0x8110d1D0,820000000000000.0,1.51269501,1.0,2023-05-09 01:49:57.103216+00:00,39.4,15,,,,
0x0f752bee,0xe6424ab2,22,0x9E669c0A,0x00000000,0x04e8e5aa,0x8110d1D0,1.5e+16,27.55380283,1.0,2023-04-25 19:39:10.397120+00:00,16.16,15,,,,
0x72f9720c,0x4cd41869,25,0x9E669c0A,0x00000000,0x04e8e5aa,0xBEC643BD,1.5e+16,27.55380283,1.0,2023-04-25 19:39:10.397120+00:00,16.16,15,,,,
0x711dd49e,0x8d6f0c7b,3,0x9E669c0A,0x00000000,0x04e8e5aa,0x808DB7C1,1.5e+16,27.55380283,1.0,2023-04-25 19:39:10.397120+00:00,16.16,15,,,,
0x2e14e84d,0xa9bdf738,29,0x9E669c0A,0x00000000,0xcee0b5f0,0x5041A1C1,200000000000000.0,0.36889034,1.0,2023-05-10 10:21:57.056577+00:00,19.29,15,,,,
0x1c2c4893,0xcf3165f4,10,0x9E669c0A,0x00000000,0xcee0b5f0,0x7f3eb18E,200000000000000.0,0.36889034,1.0,2023-05-10 10:21:57.056577+00:00,19.29,15,,,,
0xefdbd106,0x64a30a4b,19,0x9E669c0A,0x00000000,0xcee0b5f0,0xA26d6AEB,200000000000000.0,0.36889034,1.0,2023-05-10 10:21:57.056577+00:00,19.29,15,,,,
0x4bc76015,0x8d6f0c7b,3,0x9E669c0A,0x00000000,0xcee0b5f0,0x808DB7C1,200000000000000.0,0.36889034,1.0,2023-05-10 10:21:57.056577+00:00,19.29,15,,,,
0x420d5ff3,0x4cd41869,25,0x9E669c0A,0x00000000,0xcee0b5f0,0xBEC643BD,200000000000000.0,0.36889034,1.0,2023-05-10 10:21:57.056577+00:00,19.29,15,,,,
0x1f8ac179,0xf1f4942d,24,0x9E669c0A,0x00000000,0xcee0b5f0,0x4f8c531d,200000000000000.0,0.36889034,1.0,2023-05-10 10:21:57.056577+00:00,19.29,15,,,,
0x5fbd95e6,0x4cd41869,25,0x9E669c0A,0x00000000,0x89f04f5c,0xBEC643BD,5e+16,92.22258661,1.0,2023-05-02 15:39:06.174917+00:00,26.17,15,,,,
0xb5ddac72,0xec026845,16,0x9E669c0A,0x00000000,0x751747b1,0x45b79C6b,1000000000000000.0,1.8478033,1.0,2023-04-29 04:06:53.015912+00:00,38.89,15,,,,
0xbe5cb7c6,0x4cd41869,25,0x9E669c0A,0x00000000,0x70469299,0xBEC643BD,7000000000000000.0,12.93462312,1.0,2023-05-09 22:36:15.106426+00:00,15.74,15,,,,
0xfd006cb0,0x4cd41869,25,0x9E669c0A,0x00000000,0xab612504,0xBEC643BD,2.7e+16,49.89068918,1.0,2023-05-08 12:04:22.562976+00:00,17.51,15,,,,
0x26e1e300,0x97589cd1,7,0x9E669c0A,0x00000000,0x4405f427,0x0035cC37,1000000000000000.0,1.8478033,1.0,2023-05-09 22:47:57.682680+00:00,29.74,15,,,,
0xa21ca1aa,0xec026845,16,0x9E669c0A,0x00000000,0xcdfbbe10,0x45b79C6b,1000000000000000.0,1.84379262,1.0,2023-05-09 23:03:19.951021+00:00,21.07,15,,,,
0x634b5156,0xf1f4942d,24,0x9E669c0A,0x00000000,0xcdfbbe10,0x4f8c531d,1000000000000000.0,1.84379262,1.0,2023-05-09 23:03:19.951021+00:00,21.07,15,,,,
0x4efa29aa,0xcf3165f4,10,0x9E669c0A,0x00000000,0x410d86e3,0x7f3eb18E,1000000000000000.0,1.84379262,1.0,2023-05-09 23:24:15.932770+00:00,18.04,15,,,,
0x7b5b313f,0x64a30a4b,19,0x9E669c0A,0x00000000,0xb5d64294,0xA26d6AEB,3000000000000000.0,5.53137786,1.0,2023-05-09 23:42:11.672306+00:00,18.04,15,,,,
